,id,rating,director,theater_date,box_office,studio,genre
0,1,R,William Friedkin,1971,20900803,Universal Pictures,Action and Adventure
1,3,R,David Cronenberg,2012,600000,Entertainment One,Drama
2,5,R,Allison Anders,1996,20900803,Universal Pictures,Drama
3,6,R,Barry Levinson,1994,20900803,Universal Pictures,Drama
4,7,NR,Rodney Bennett,1987,20900803,Universal Pictures,Drama
5,8,PG,Jay Russell,2000,20900803,Warner Bros. Pictures,Drama
6,10,PG-13,Jake Kasdan,2002,41032915,Paramount Pictures,Comedy
7,13,R,Ray Lawrence,2006,224114,Sony Pictures Classics,Drama
8,14,R,Taylor Hackford,2010,134904,Universal Pictures,Drama
9,15,PG-13,Frank Marshall,1995,20900803,Universal Pictures,Action and Adventure
10,17,R,Steven Spielberg,1987,20900803,Universal Pictures,Drama
11,18,NR,Steven Spielberg,1987,20900803,Showtime Documentary Films,Documentary
12,19,NR,Steven Spielberg,2002,20900803,Seventh Art Releasing,Documentary
13,20,PG-13,William Friedkin,1968,20900803,Universal Pictures,Classics
14,21,R,Peter Baldwin,1997,20900803,Universal Pictures,Comedy
15,22,R,George Hickenlooper,2010,1039869,ATO Pictures,Comedy
16,23,R,Steven Spielberg,2013,99165609,Sony Pictures,Drama
17,24,PG,Rick Rosenthal,1987,20900803,Universal Pictures,Action and Adventure
18,25,PG-13,Carl Erik Rinsch,2013,20518224,Universal Pictures,Action and Adventure
19,26,R,Jim Jarmusch,2004,1971135,MGM,Art House and International
20,27,NR,Steven Spielberg,1987,20900803,Universal Pictures,Musical and Performing Arts
21,28,G,Steven Spielberg,1966,20900803,Universal Pictures,Classics
22,29,PG,Martyn Burke,1981,20900803,Universal Pictures,Action and Adventure
23,33,R,Keith Gordon,1996,20900803,Universal Pictures,Action and Adventure
24,34,PG-13,John Woo,2000,20900803,Paramount Pictures,Action and Adventure
25,35,R,Michael Polish,1999,20900803,Universal Pictures,Drama
26,38,R,Roy Ward Baker,1970,20900803,Universal Pictures,Art House and International
27,39,R,David Arquette,2007,20900803,After Dark Films/Freestyle Releasing,Horror
28,40,R,John Sayles,2003,312136,Universal Pictures,Drama
29,41,R,Ken Loach,2003,201010,Lions Gate Films,Drama
30,42,G,Steven Spielberg,1987,20900803,Universal Pictures,Action and Adventure
31,43,NR,William Wellman,1987,20900803,Universal Pictures,Classics
32,44,R,Pauly Shore,2003,20900803,Regent Releasing,Comedy
33,45,PG,Steve Boyum,1987,20900803,Universal Pictures,Comedy
34,46,R,Peter Cattaneo,1997,20900803,Universal Pictures,Comedy
35,48,NR,Edward Dmytryk,1987,20900803,Universal Pictures,Action and Adventure
36,49,R,Andy Sidaris,1987,20900803,Universal Pictures,Action and Adventure
37,50,R,Ivan Nagy,1987,20900803,Universal Pictures,Action and Adventure
38,51,NR,Terence Young,1967,20900803,Universal Pictures,Mystery and Suspense
39,52,PG,Jon Turteltaub,1995,20900803,Universal Pictures,Comedy
40,53,PG,Steven Spielberg,1987,20900803,Universal Pictures,Drama
41,54,NR,Paolo Sorrentino,2013,20900803,Janus Films,Comedy
42,55,NR,Henning Schellerup,1987,20900803,Universal Pictures,Action and Adventure
43,56,R,Allen Hughes|Albert Hughes,1995,20900803,Universal Pictures,Drama
44,57,R,Steven Spielberg,2012,132088910,The Weinstein Company,Comedy
45,58,PG,Woody Allen,1984,20900803,Universal Pictures,Comedy
46,59,NR,Yimou Zhang,1987,20900803,Universal Pictures,Art House and International
47,60,R,Bill Froehlich,1987,20900803,Universal Pictures,Horror
48,61,R,James Wong,2006,54100000,New Line Cinema,Action and Adventure
49,63,R,Steven Spielberg,1997,20900803,Universal Pictures,Action and Adventure
50,64,PG-13,Pat Proft,1998,20900803,Universal Pictures,Comedy
51,65,PG,Kevin Lima,2007,127706877,Walt Disney Pictures,Comedy
52,66,R,Niels Arden Oplev,2013,10880926,FilmDistrict,Mystery and Suspense
53,67,R,Matt Bettinelli-Olpin|Tyler Gillett,2014,20900803,20th Century Fox,Horror
54,68,NR,Anatole Litvak,1940,20900803,Universal Pictures,Classics
55,69,R,Ira Miller,1987,20900803,Universal Pictures,Comedy
56,70,PG,Steven Spielberg,1981,20900803,Paramount Pictures,Action and Adventure
57,71,PG,Alan Alda,1986,20900803,Universal Pictures,Comedy
58,72,R,Otto Preminger,1965,20900803,Universal Pictures,Action and Adventure
59,74,R,Terry Jones,1987,20900803,Universal Pictures,Comedy
60,75,R,Patrick Lussier,2011,10706786,Summit Entertainment,Action and Adventure
61,77,PG-13,Tom Hanks,2011,35565975,Universal Pictures,Comedy
62,79,R,James Gray,1995,20900803,Universal Pictures,Action and Adventure
63,80,NR,Werner Herzog,1987,20900803,Universal Pictures,Action and Adventure
64,82,R,Richard Kelly,2001,20900803,Newmarket Film Group,Comedy
65,83,G,Roy Rowland,1987,20900803,Universal Pictures,Comedy
66,84,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
67,85,NR,Ted Tetzlaff,1987,20900803,Universal Pictures,Drama
68,86,NR,William Beaudine,1987,20900803,Universal Pictures,Drama
69,87,PG,Bruce Beresford,2010,4806750,Samuel Goldwyn Films,Art House and International
70,88,R,Steven Spielberg,1998,20900803,Universal Pictures,Comedy
71,89,NR,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
72,90,NR,Herbert Wilcox,1987,20900803,Universal Pictures,Drama
73,92,NR,John Gilling,1966,20900803,Universal Pictures,Art House and International
74,93,R,Ernst Lubitsch,1939,20900803,Universal Pictures,Classics
75,94,R,Cheryl Dunye,2001,20900803,Universal Pictures,Art House and International
76,95,R,Ben Younger,2016,5051927,Open Road Films,Drama
77,96,R,Richard Linklater,1987,20900803,Universal Pictures,Comedy
78,98,NR,Alan Hale,1987,20900803,Universal Pictures,Comedy
79,99,PG-13,Steven Spielberg,2002,93300000,Warner Bros.,Comedy
80,100,NR,Willem van de Sande Bakhuyzen,1987,20900803,Universal Pictures,Comedy
81,101,R,Tommy Lee Wallace,1992,20900803,Universal Pictures,Comedy
82,102,PG-13,Gary Wheeler,1987,20900803,Fox,Drama
83,104,NR,Lech Majewski,1987,20900803,Universal Pictures,Action and Adventure
84,105,NR,Steven Spielberg,1987,20900803,Universal Pictures,Animation
85,106,R,Mike Clattenburg,2006,20900803,Screen Media Films,Comedy
86,108,R,Derrick Borte,2010,1000000,Roadside Attractions,Comedy
87,109,NR,Mike Figgis,1987,20900803,Universal Pictures,Comedy
88,110,PG,Frank Capra,1946,20900803,Universal Pictures,Classics
89,111,R,Steven Spielberg,2001,20900803,Universal Pictures,Drama
90,115,G,John Lasseter,1999,20900803,Buena Vista Pictures,Animation
91,116,R,Jane Campion,1989,20900803,Universal Pictures,Art House and International
92,118,PG,Dean Parisot,1999,20900803,DreamWorks SKG,Comedy
93,119,R,Brian DePalma,1998,20900803,Universal Pictures,Action and Adventure
94,120,PG,Jerry Lewis,1987,20900803,Universal Pictures,Comedy
95,121,PG-13,Thomas Schlamme,1993,20900803,Universal Pictures,Comedy
96,123,NR,Robert Youngson,1968,20900803,Universal Pictures,Classics
97,124,PG-13,Rob Bowman,2002,42929971,Buena Vista Distribution Compa,Action and Adventure
98,126,NR,Sammo Hung Kam-Bo,1984,20900803,Universal Pictures,Action and Adventure
99,127,R,Adrian Lyne,1990,20900803,Universal Pictures,Drama
100,128,NR,Ye Ying|Zhang Li,1987,20900803,Universal Pictures,Art House and International
101,130,NR,Hong Sang-soo,2008,20900803,New Yorker Films,Art House and International
102,131,R,Brian Henson,2018,20900803,STXfilms,Action and Adventure
103,133,R,Steven Spielberg,2003,20900803,Destination Films,Action and Adventure
104,134,R,Guerdon Trueblood,1973,20900803,Universal Pictures,Drama
105,135,R,Mamoru Oshii,2001,20900803,Miramax,Action and Adventure
106,136,R,Christian Alvart,2010,13248477,Paramount Studios,Horror
107,137,NR,Mohsen Makhmalbaf,1987,20900803,Universal Pictures,Art House and International
108,138,PG-13,Jon Avnet,1996,20900803,Universal Pictures,Drama
109,140,PG,Terrence Malick,1978,20900803,Universal Pictures,Drama
110,142,NR,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
111,144,NR,Leo McCarey,1937,20900803,Universal Pictures,Classics
112,145,R,Tom Schulman,1997,20900803,Universal Pictures,Comedy
113,146,PG-13,Francesco Rosi,1990,20900803,Universal Pictures,Action and Adventure
114,147,PG,Herbert Ross,1984,20900803,Universal Pictures,Comedy
115,148,NR,Steven Spielberg,1987,20900803,Arrowstorm Entertainment,Action and Adventure
116,149,NR,Hark Tsui,1986,20900803,Universal Pictures,Action and Adventure
117,150,NR,Albert Lewin,1951,20900803,Universal Pictures,Classics
118,151,R,Steven Shea,2010,20900803,Inception Media Group,Action and Adventure
119,152,R,Steven Spielberg,1995,20900803,Universal Pictures,Comedy
120,153,PG,Thor Freudenthal,2010,64001297,20th Century Fox,Comedy
121,155,R,Jennifer Jason Leigh|Alan Cumming,2001,2974308,Fine Line Features,Comedy
122,157,NR,Anthony Mann,1958,20900803,Universal Pictures,Classics
123,158,PG-13,Clint Eastwood,2009,37431431,Warner Bros. Pictures,Drama
124,159,PG-13,Sam Weisman,2003,22715908,Paramount Pictures,Comedy
125,160,PG-13,Martin Campbell,2000,67771442,Columbia Pictures,Action and Adventure
126,161,NR,Lance Comfort,1987,20900803,Universal Pictures,Art House and International
127,162,PG,Greg Beeman,1992,20900803,Universal Pictures,Comedy
128,163,NR,John Frankenheimer,1996,20900803,Universal Pictures,Drama
129,164,NR,Camille Poisson,1987,20900803,Universal Pictures,Drama
130,165,R,Jamie Blanks,2001,19755422,Warner Bros. Pictures,Horror
131,167,R,Steven Spielberg,1987,20900803,Universal Pictures,Drama
132,169,NR,Steven Spielberg,1943,20900803,Universal Pictures,Classics
133,170,R,Bradley Cooper,1987,20900803,Warner Bros. Pictures,Drama
134,171,NR,Hal Walker,1945,20900803,Universal Pictures,Classics
135,174,NR,Boris Sagal,1987,20900803,Universal Pictures,Comedy
136,177,NR,Federico Zampaglione,2011,20900803,IFC Films,Art House and International
137,180,R,Uli Edel,1992,20900803,Universal Pictures,Drama
138,181,R,Doug McHenry,1994,20900803,Universal Pictures,Drama
139,182,PG,Thor Freudenthal,2009,73023275,Dreamworks Pictures,Action and Adventure
140,183,NR,Archie Mayo,1942,20900803,Universal Pictures,Classics
141,184,NR,Irvin Kershner,1987,20900803,Universal Pictures,Action and Adventure
142,186,PG,David Kellogg,1991,20900803,Universal Pictures,Action and Adventure
143,187,G,Michael Rubbo,1988,20900803,Universal Pictures,Action and Adventure
144,188,R,Colin Trevorrow,2012,4007792,Film District,Comedy
145,189,NR,Daniel Sackheim,1996,20900803,Universal Pictures,Drama
146,191,NR,Rakeysh Omprakash Mehra|Rakeysh Omprakesh Mehra,2013,1626289,Reliance Entertainment,Drama
147,192,R,Eric Rohmer,1983,20900803,Universal Pictures,Art House and International
148,193,R,Jean-Loup Hubert,1987,20900803,Universal Pictures,Art House and International
149,194,NR,Vincente Minnelli|John Gay,1963,20900803,Universal Pictures,Classics
150,195,PG-13,Jon Amiel,1999,20900803,Twentieth Century Fox Home Entertainment,Action and Adventure
151,196,PG-13,Jeff Byrd,2005,3998889,WARNER BROTHERS PICTURES,Comedy
152,197,R,John Irvin,1980,20900803,Universal Pictures,Action and Adventure
153,199,NR,Steven Spielberg,2017,20900803,Universal Pictures,Drama
154,200,G,Leo McCarey,1944,20900803,Universal Pictures,Classics
155,201,R,Boaz Yakin,1994,20900803,Universal Pictures,Drama
156,204,PG-13,Jackie Chan,1985,20900803,Universal Pictures,Action and Adventure
157,205,NR,Steven Spielberg,1922,20900803,Universal Pictures,Art House and International
158,206,R,Don Coscarelli,1994,20900803,Universal Pictures,Horror
159,210,PG-13,Derek Cianfrance,2016,12533911,Universal Pictures,Drama
160,211,R,Lars von Trier,2000,2839256,Fine Line Features,Drama
161,212,PG-13,Brian Hecker,2009,20900803,Universal Pictures,Comedy
162,213,NR,Edoardo Anton|Henry Cass,1950,20900803,Universal Pictures,Classics
163,214,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
164,216,NR,Lowell Sherman,1933,20900803,Universal Pictures,Classics
165,218,PG-13,Gore Verbinski,2002,128579698,DreamWorks SKG,Drama
166,219,PG,John Guillermin,1966,20900803,Universal Pictures,Action and Adventure
167,221,PG,Richard Brooks,1957,20900803,Universal Pictures,Classics
168,222,G,Charles Walters,1962,20900803,Universal Pictures,Action and Adventure
169,223,NR,Steven Spielberg,1994,20900803,Universal Pictures,Documentary
170,224,G,Norman Jewison,1965,20900803,Universal Pictures,Classics
171,225,NR,Bobby Roth,1997,20900803,Universal Pictures,Drama
172,226,R,Ronny Yu,1998,20900803,Universal Pictures,Action and Adventure
173,227,PG,Todd Graff,2009,5205343,Summit Entertainment,Comedy
174,229,NR,Val Guest,1957,20900803,Universal Pictures,Comedy
175,232,PG,David Carson,1994,20900803,Universal Pictures,Action and Adventure
176,233,PG-13,Ron Underwood,1990,20900803,Universal Pictures,Comedy
177,234,PG-13,Steven Spielberg,2006,54983983,Buena Vista Pictures,Action and Adventure
178,235,R,Ridley Scott,2000,20900803,Dreamworks Distribution LLC,Action and Adventure
179,236,NR,Steven Spielberg,1934,20900803,Universal Pictures,Classics
180,237,NR,Geoffrey Sax,1996,20900803,Universal Pictures,Action and Adventure
181,238,R,Anna Biller,2007,20900803,Cult Epics,Art House and International
182,239,PG,Steven Spielberg,1987,20900803,Universal Pictures,Comedy
183,240,NR,George Cukor|Ernst Lubitsch,1932,20900803,Universal Pictures,Classics
184,242,R,Craig Bolotin,1999,20900803,20th Century Fox,Drama
185,246,PG-13,Jackie Chan,1980,20900803,Universal Pictures,Action and Adventure
186,247,NR,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
187,248,R,Mike Barker,1999,20900803,Universal Pictures,Drama
188,249,R,Stan Lathan|Vondie Curtis-Hall,2006,21318194,Focus Features,Action and Adventure
189,250,R,Neil Jordan,2013,84293,IFC Films,Art House and International
190,251,R,Todd Haynes,2015,8518148,The Weinstein Company,Drama
191,252,R,Robert Resnikoff,1990,20900803,Universal Pictures,Horror
192,254,PG,Richard Fleischer,1973,20900803,Universal Pictures,Classics
193,255,R,Renny Harlin,1988,20900803,Universal Pictures,Horror
194,256,R,Jack Bender,1991,20900803,Universal Pictures,Horror
195,258,NR,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
196,259,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
197,261,NR,David Butler,1950,20900803,Universal Pictures,Classics
198,263,R,Rob Zombie,2003,12583510,Lions Gate Films Inc.,Horror
199,264,R,Joseph Ruben,1991,20900803,Universal Pictures,Drama
200,265,NR,Steven Spielberg,1987,20900803,Universal Pictures,Special Interest
201,267,R,Mark Helfrich,2007,35000629,Lionsgate Films,Comedy
202,269,R,Rand Ravitch|Rand Ravich,1999,20900803,New Line Home Entertainment,Horror
203,270,R,Tommy Chong,1983,20900803,Universal Pictures,Comedy
204,271,R,Debra Granik,2005,20900803,Laemmle/Zeller Films,Drama
205,272,PG,Gordon Parks,1987,20900803,Universal Pictures,Drama
206,273,PG,Steven Spielberg,1994,20900803,Universal Pictures,Action and Adventure
207,274,R,Steven Spielberg,2016,976847,Universal Pictures,Action and Adventure
208,275,NR,Gordon Chan,1991,20900803,Universal Pictures,Action and Adventure
209,276,R,Carl Reiner,1979,20900803,Universal Pictures,Comedy
210,277,NR,Robert Mulligan,1966,20900803,Universal Pictures,Classics
211,278,R,Bill Bennett,1987,20900803,Universal Pictures,Comedy
212,279,R,Peter Jackson,1994,20900803,Universal Pictures,Drama
213,280,NR,Lo Po-Shan,1987,20900803,Universal Pictures,Art House and International
214,281,R,Seth MacFarlane,2014,37331031,Universal Pictures,Comedy
215,282,NR,Bob Badway,2009,20900803,IFC Films,Horror
216,283,NR,Mickey Keating,2016,20900803,Universal Pictures,Mystery and Suspense
217,284,PG,Clive Donner,1980,20900803,Universal Pictures,Action and Adventure
218,285,R,Tim Heidecker|Eric Wareheim,2012,145778,Magnolia Pictures,Comedy
219,286,PG-13,Sam Irwin,1994,20900803,Universal Pictures,Action and Adventure
220,287,NR,Steven Spielberg,1960,20900803,Universal Pictures,Classics
221,288,NR,Nattawut Poonpiriya,1987,20900803,Universal Pictures,Art House and International
222,289,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
223,290,R,Michael Mann,2006,63400000,Universal Pictures,Action and Adventure
224,292,R,Bruce Beresford,1991,20900803,Universal Pictures,Action and Adventure
225,293,NR,Jack Curtis,1964,20900803,Universal Pictures,Classics
226,295,PG-13,Jonathan Kaplan,1989,20900803,Universal Pictures,Drama
227,296,PG,Steven Spielberg,1970,20900803,Universal Pictures,Action and Adventure
228,298,NR,Sidney Gilliat,1987,20900803,Universal Pictures,Drama
229,299,PG-13,Steven Spielberg,2006,7009668,Sony Pictures Entertainment,Action and Adventure
230,300,PG-13,Ryan Murphy,2010,80574010,Sony Pictures,Drama
231,301,PG-13,David Koepp,2004,47781388,Columbia Pictures,Drama
232,302,R,Philip Kaufman,1993,20900803,Universal Pictures,Action and Adventure
233,303,NR,Richard Lang,1987,20900803,Universal Pictures,Action and Adventure
234,304,R,Jennifer Westfeldt,2012,5600000,Roadside Attractions,Comedy
235,305,R,Ridley Scott,1982,20900803,Universal Pictures,Drama
236,306,NR,Joseph Losey|Leslie Norman,1956,20900803,Universal Pictures,Classics
237,308,NR,Steven Spielberg,1987,20900803,Universal Pictures,Horror
238,309,NR,Stanley Kramer,1965,20900803,Universal Pictures,Classics
239,310,PG,Anthony Harvey,1979,20900803,Universal Pictures,Action and Adventure
240,311,PG-13,Paolo Taviani|Vittorio Taviani,1993,20900803,Universal Pictures,Art House and International
241,312,R,Bertrand Tavernier,1987,20900803,Universal Pictures,Art House and International
242,313,R,David Lowery,2013,200000,IFC Films,Drama
243,314,PG,William Dear,1987,20900803,Universal Pictures,Comedy
244,317,NR,Christopher Roth,1987,20900803,Universal Pictures,Art House and International
245,320,R,James Bryan,1987,20900803,Universal Pictures,Horror
246,321,R,Seth Gordon,2013,134455175,Universal Pictures,Comedy
247,322,R,Guillermo del Toro,2015,25957696,Universal Pictures,Horror
248,323,G,Martin Ritt,1967,20900803,Universal Pictures,Action and Adventure
249,326,PG-13,Mike Leigh,2010,3200000,Sony Classics,Comedy
250,327,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
251,328,NR,Douglas Heyes,1964,20900803,Universal Pictures,Action and Adventure
252,329,PG-13,Laurence Connor,1987,20900803,NCM/Fathom,Musical and Performing Arts
253,331,PG-13,Jeffrey Levy-Hinte,2009,200000,Sony Pictures Classics,Documentary
254,332,G,John Mathew Matthan,1999,20900803,Universal Pictures,Action and Adventure
255,333,R,Ingmar Bergman,1968,20900803,Universal Pictures,Drama
256,334,R,Tim Burton,1994,20900803,Universal Pictures,Comedy
257,335,NR,John Sturges,1987,20900803,Universal Pictures,Drama
258,336,NR,Steven Spielberg,1987,20900803,Universal Pictures,Drama
259,337,R,Yimou Zhang,2011,308164,Wrekin Hill Entertainment,Art House and International
260,338,PG-13,Clint Eastwood,2010,32741596,Warner Bros. Pictures,Drama
261,345,PG-13,Tyler Perry,2014,15986272,Lionsgate Films,Comedy
262,346,PG-13,Joan Chen,2000,20900803,MGM,Drama
263,348,NR,Frank Tashlin,1956,20900803,Universal Pictures,Classics
264,349,G,John Henderson,1998,20900803,Universal Pictures,Kids and Family
265,350,NR,Steven Spielberg,1953,20900803,Universal Pictures,Classics
266,352,PG,Michael Goldenberg,1995,20900803,Universal Pictures,Drama
267,353,NR,Darko Lungulov,2010,20900803,Independant Pictures,Art House and International
268,354,NR,David Butler,1943,20900803,Universal Pictures,Classics
269,355,R,Michael Tiddes,2014,13710572,Open Road Films,Comedy
270,356,R,Laurence Dunmore,2006,4756532,Weinstein Company,Drama
271,357,PG,Jorge Blanco,2009,42194060,Sony Pictures/TriStar Pictures,Action and Adventure
272,359,PG,Sylvester Stallone,1982,20900803,MGM,Action and Adventure
273,361,NR,Roberto Sanchez Santos,1987,20900803,Universal Pictures,Drama
274,363,NR,Terence Fisher,1966,20900803,Universal Pictures,Horror
275,364,PG-13,Barry Sonnenfeld,1993,20900803,Universal Pictures,Comedy
276,365,R,Fred Haines,1987,20900803,Universal Pictures,Classics
277,366,PG,Timothy Hutton,1998,20900803,Universal Pictures,Drama
278,367,PG-13,Stephen Bradley,2015,347321,Aspiration Media,Drama
279,368,G,Yasujiro Ozu,1953,20900803,Universal Pictures,Art House and International
280,369,R,Abel Ferrara,1989,20900803,Universal Pictures,Action and Adventure
281,370,PG-13,Don Roos,2000,20900803,Universal Pictures,Drama
282,372,NR,Sam Hoffman,1987,20900803,Universal Pictures,Comedy
283,373,R,Damon Dash|David Daniel,2002,20900803,Universal Pictures,Action and Adventure
284,374,NR,Roy Del Ruth,1987,20900803,Universal Pictures,Comedy
285,375,R,Blair Treu,2007,20900803,Universal Pictures,Comedy
286,376,PG-13,Diane Keaton,2000,20900803,Sony Pictures Home Entertainment,Comedy
287,377,R,Ang Lee,2009,7366736,Focus Features,Comedy
288,379,R,Katsuhito Ishii,2003,20900803,Kino International,Action and Adventure
289,380,NR,Dan Verete,2002,20900803,Universal Pictures,Art House and International
290,384,NR,George Stevens,1942,20900803,Universal Pictures,Classics
291,385,NR,Manfred Kohler,1987,20900803,Universal Pictures,Action and Adventure
292,386,PG,Bob Kelljan,1973,20900803,Universal Pictures,Action and Adventure
293,387,NR,Tom Gries,1968,20900803,Universal Pictures,Action and Adventure
294,388,G,Jules Dassin,1947,20900803,Criterion Collection,Classics
295,390,PG-13,Adam Silver|Ben Hayflick,2010,20900803,Universal Pictures,Action and Adventure
296,391,PG,Matt Clark,1987,20900803,Universal Pictures,Comedy
297,392,R,Gregory Nava,1995,20900803,Universal Pictures,Drama
298,393,PG,Richard Brooks,1960,20900803,Universal Pictures,Classics
299,394,PG-13,Greg Berlanti,2018,20900803,20th Century Fox,Drama
300,396,R,Jonathan Demme,1986,20900803,Universal Pictures,Art House and International
301,397,PG,Elia Kazan,1951,20900803,Universal Pictures,Classics
302,398,R,Steven Spielberg,2002,20900803,USA Films,Comedy
303,400,PG-13,Roger Donaldson,1997,20900803,Universal Pictures,Action and Adventure
304,401,R,Steven Spielberg,1993,20900803,Universal Pictures,Drama
305,402,NR,Tom Barman,1987,20900803,Corridor,Comedy
306,403,NR,Sidney Miller,1987,20900803,Universal Pictures,Comedy
307,404,PG,Arthur Hiller,1987,20900803,Universal Pictures,Horror
308,406,PG,Vladimir Grammatikov,1987,20900803,Universal Pictures,Action and Adventure
309,408,PG,Tony Maylam,1987,20900803,Universal Pictures,Action and Adventure
310,409,R,Barry Battles,2013,20900803,Phase 4 Films,Comedy
311,410,R,Darnell Martin,2008,8134217,Sony Pictures,Drama
312,411,NR,Jack Bernhard,1948,20900803,Universal Pictures,Classics
313,412,R,William Sachs,1980,20900803,Universal Pictures,Comedy
314,413,NR,Sarik Andreasyan,1987,20900803,Universal Pictures,Action and Adventure
315,414,PG-13,Georges Lautner,1987,20900803,Universal Pictures,Art House and International
316,415,PG,Bernardo Bertolucci,1982,20900803,Universal Pictures,Art House and International
317,417,R,Steven Spielberg,1998,20900803,Goldwyn Films,Art House and International
318,418,PG-13,Pete Travis,2008,72266306,Sony Pictures Releasing,Action and Adventure
319,419,PG-13,Jennifer Yuh Nelson,2018,20900803,20th Century Fox,Mystery and Suspense
320,420,NR,Jack Webb,1955,20900803,Universal Pictures,Classics
321,421,NR,Ettore Scola,1987,20900803,Universal Pictures,Art House and International
322,422,R,Gerald Thomas,1987,20900803,Universal Pictures,Comedy
323,423,NR,Dave Grohl,2013,419361,Variance Films,Documentary
324,425,PG-13,Mel Smith,1997,20900803,Universal Pictures,Comedy
325,426,NR,William Witney,1948,20900803,Universal Pictures,Action and Adventure
326,427,PG,Bruce Beresford,2002,1341151,MGM/UA,Art House and International
327,428,PG-13,Steven Spielberg,1990,20900803,Twentieth Century Fox Home Entertainment,Action and Adventure
328,430,PG,Steven Spielberg,1987,20900803,Universal Pictures,Drama
329,432,PG-13,Steven Spielberg,2001,2839456,Paramount Pictures,Comedy
330,433,PG-13,Doug Liman,2002,121500000,Universal Pictures,Action and Adventure
331,435,NR,Giuseppe Bertolucci,1977,20900803,Universal Pictures,Art House and International
332,436,NR,Justin Price,2010,20900803,Vanguard Cinema,Mystery and Suspense
333,437,PG,Lucio Fulci,1987,20900803,MVD Entertainment Group,Action and Adventure
334,438,R,Bruce Malmuth,1981,20900803,Universal Pictures,Action and Adventure
335,439,NR,Werner Herzog,1977,20900803,Universal Pictures,Art House and International
336,440,R,Bryan Forbes,1968,20900803,Universal Pictures,Classics
337,442,R,Tobe Hooper,1985,20900803,Universal Pictures,Action and Adventure
338,443,PG-13,Tim Story,2005,154485963,20th Century Fox,Action and Adventure
339,444,PG-13,Anthony Page,1987,20900803,Universal Pictures,Drama
340,445,R,Alan Rudolph,1991,20900803,Universal Pictures,Comedy
341,446,NR,William Beaudine,1941,20900803,Universal Pictures,Action and Adventure
342,447,R,Jack Nicholson,1971,20900803,Universal Pictures,Drama
343,448,NR,Ralph Nelson,1964,20900803,Universal Pictures,Action and Adventure
344,450,PG,Stewart Raffill,1987,20900803,Universal Pictures,Comedy
345,451,R,David Mamet,1994,20900803,Universal Pictures,Drama
346,452,PG,Kevin Munroe,2007,54132596,Warner Bros. Pictures,Action and Adventure
347,453,PG,John Schultz,2009,24967943,20th Century Fox,Action and Adventure
348,455,NR,Alexander Kluge,1987,20900803,Universal Pictures,Drama
349,456,R,Christophe Gans,2006,46982632,Sony Pictures,Action and Adventure
350,457,R,Ken Wiederhorn,1981,20900803,Universal Pictures,Drama
351,458,PG-13,Woody Allen,2011,55400000,Sony Pictures Classics,Comedy
352,459,NR,Robert Hartford-Davis,1987,20900803,Universal Pictures,Art House and International
353,460,R,Martha Coolidge,1991,20900803,Universal Pictures,Comedy
354,461,PG,Robert Young,1999,20900803,Universal Pictures,Action and Adventure
355,462,R,Danny Cannon,1998,20900803,Universal Pictures,Horror
356,465,PG,Rowdy Herrington,2004,2536460,Film Foundry Releasing,Drama
357,466,R,Clint Eastwood,1971,20900803,Universal Pictures,Mystery and Suspense
358,468,PG-13,Brian Robbins,2001,39697363,Paramount Pictures,Comedy
359,469,PG-13,Leon Gast,2010,2367,Magnolia Pictures,Documentary
360,470,PG-13,Steven Spielberg,1986,20900803,Universal Pictures,Action and Adventure
361,471,R,Steven Spielberg,1998,20900803,Universal Pictures,Comedy
362,472,NR,Torun Lian,1987,20900803,Universal Pictures,Drama
363,473,NR,Jean-Jacques Beineix,1986,20900803,Universal Pictures,Art House and International
364,474,NR,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
365,475,NR,Jacques Tourneur,1946,20900803,Universal Pictures,Action and Adventure
366,476,R,Steven Spielberg,1987,20900803,Universal Pictures,Art House and International
367,477,R,Steven Spielberg,2003,140901,Universal Pictures,Art House and International
368,478,R,Tinto Brass,1976,20900803,Universal Pictures,Art House and International
369,479,R,Jeremy Podeswa,2000,20900803,Universal Pictures,Comedy
370,482,PG,Simon Wells,2011,21379315,Walt Disney Pictures,Action and Adventure
371,483,NR,Jayro Bustamante,2016,292923,Universal Pictures,Art House and International
372,484,NR,William Slater,1987,20900803,Universal Pictures,Comedy
373,486,NR,Nanni Moretti,2012,480926,IFC Films,Comedy
374,487,PG,Steven Spielberg,1987,20900803,Universal Pictures,Drama
375,488,PG,Steven Spielberg,2007,126597121,Paramount Pictures,Animation
376,489,R,Tony Bill,1990,20900803,Universal Pictures,Comedy
377,490,NR,Rohit Shetty,1987,1231550,Eros Entertainment,Action and Adventure
378,491,PG,Adam Shankman,2005,82468131,20th Century Fox,Comedy
379,492,NR,Richard Stroud,1987,20900803,Universal Pictures,Action and Adventure
